short_name,age,height_cm,weight_kg,overall,potential,pace,shooting,passing,dribbling,defending,physic,player_positions,position_category
Oswaldinato,29,184,79,81,81,76,81,67,77,20,78,ST,ATTACKER
R. Malinovskyi,28,181,79,81,81,74,80,83,81,64,79,"CF, CM",ATTACKER
C. Nkunku,23,179,72,81,86,79,74,81,85,69,65,"CAM, CM, CF",ATTACKER
Lucas Paquetá,23,180,72,81,86,74,75,79,83,69,78,"CM, CAM",MIDFIELDER
Carlos Soler,24,180,76,81,88,78,77,82,79,71,71,"CM, RM, LM",MIDFIELDER
H. Barnes,23,180,66,81,84,86,77,76,81,45,63,"LM, LW",MIDFIELDER
H. Aouar,23,175,70,81,86,75,75,81,85,66,71,"CM, CAM",MIDFIELDER
M. Lazzari,27,174,67,81,81,92,62,76,82,70,65,RWB,DEFENDER
R. James,21,178,87,81,86,80,58,77,77,76,80,"RWB, RB",DEFENDER
Cucurella,22,172,66,81,87,79,67,78,80,73,74,"LM, LB",MIDFIELDER
Pedro Gonçalves,23,173,65,81,88,76,81,79,84,56,65,"RW, CM",ATTACKER
M. Diaby,21,170,68,81,88,94,67,73,85,41,53,"LW, RW",ATTACKER
Reguilón,24,178,68,81,84,86,58,75,78,78,70,LB,DEFENDER
E. Tapsoba,22,194,85,81,88,75,52,65,69,82,79,CB,DEFENDER
D. Kulusevski,21,186,75,81,89,84,74,77,84,56,76,"RW, CF",ATTACKER
Renan Lodi,23,173,70,81,86,84,67,76,81,77,75,LB,DEFENDER
Pedri,18,174,61,81,91,78,65,79,84,66,63,CM,MIDFIELDER
João Moutinho,34,170,61,80,80,50,72,84,80,70,66,CM,MIDFIELDER
J. Evans,33,188,77,80,80,52,32,61,60,83,77,CB,DEFENDER
Raúl García,34,184,83,80,80,41,82,81,78,65,83,"ST, CAM",ATTACKER
M. Hamšík,33,183,73,80,80,68,77,81,80,70,71,"CM, CDM, CAM",MIDFIELDER
D. Wass,32,181,74,80,80,74,77,80,77,76,76,"RB, RM, CM",DEFENDER
Marcelo,33,174,75,80,80,73,72,80,87,75,71,LB,DEFENDER
D. Payet,34,175,77,80,80,69,77,83,82,38,67,"LW, CAM",ATTACKER
M. Benatia,34,189,94,80,80,63,45,52,63,81,82,CB,DEFENDER
Nacho Monreal,35,180,77,80,80,65,61,74,74,80,68,LB,DEFENDER
R. Nainggolan,33,176,65,80,80,71,84,78,74,73,80,"CAM, CM, CF",ATTACKER
D. Godín,35,187,78,80,80,57,48,63,61,80,78,CB,DEFENDER
A. Ogbonna,33,191,86,80,80,56,40,60,62,82,76,CB,DEFENDER
A. Sánchez,32,168,62,80,80,78,76,78,83,43,68,"CF, ST",ATTACKER
José Callejón,34,178,73,80,80,77,76,76,81,48,59,"RM, RW",MIDFIELDER
A. Ramsey,30,183,76,80,80,66,70,81,83,66,66,"CM, CAM, LM",MIDFIELDER
Rafael Tolói,30,185,75,80,80,66,47,58,64,82,80,CB,DEFENDER
F. Coquelin,30,176,74,80,80,68,67,76,80,78,79,"CM, CDM, RM",MIDFIELDER
E. Salvio,30,173,71,80,80,86,76,73,84,57,68,"RM, RW",MIDFIELDER
R. Pereyra,30,182,77,80,80,76,74,79,81,68,73,"CM, LM, CF",MIDFIELDER
E. Pérez,35,178,77,80,80,68,66,77,77,77,78,"CDM, CM",MIDFIELDER
N. Lodeiro,32,170,69,80,80,74,73,83,81,49,74,CAM,ATTACKER
G. Krychowiak,31,187,84,80,80,68,76,72,72,75,81,"CDM, CM",MIDFIELDER
Sérgio Oliveira,29,181,78,80,80,58,79,82,77,72,70,CM,MIDFIELDER
Bartra,30,184,73,80,80,71,61,72,73,80,74,"CB, CDM",DEFENDER
Pablo Sarabia,29,174,70,80,80,72,76,81,82,57,59,"RW, CAM",ATTACKER
C. Bakambu,30,182,74,80,80,90,80,71,76,36,77,ST,ATTACKER
C. Aránguiz,32,171,68,80,80,65,71,80,77,76,72,"CDM, CM",MIDFIELDER
João Pedro,29,184,73,80,80,72,78,77,81,41,74,"CF, ST, CAM",ATTACKER
Ismaily,31,177,86,80,80,82,64,74,81,75,75,LB,DEFENDER
A. Mandi,29,184,78,80,81,66,46,74,70,81,74,CB,DEFENDER
Rafinha,28,174,71,80,80,71,75,80,84,69,68,"CM, CAM",MIDFIELDER
M. Hinteregger,28,184,83,80,80,70,70,67,61,81,81,CB,DEFENDER
R. Freuler,29,180,80,80,80,69,71,77,78,75,73,CM,MIDFIELDER
J. Draxler,27,187,77,80,81,74,76,80,82,58,66,"CAM, LW, CM",ATTACKER
D. Demme,29,172,71,80,80,57,42,75,77,76,76,"CDM, CM",MIDFIELDER
Š. Vrsaljko,29,181,76,80,80,79,55,73,74,78,77,"RB, RM",DEFENDER
Pozuelo,29,170,63,80,80,65,75,80,83,52,66,"CAM, ST",ATTACKER
K. Fortounis,28,183,70,80,80,75,77,79,82,43,69,"CAM, LW, RW",ATTACKER
E. Zahavi,33,182,71,80,80,77,82,74,79,39,73,ST,ATTACKER
F. Thauvin,28,179,70,80,80,79,79,79,80,41,68,"RW, RM",ATTACKER
S. Umtiti,27,182,75,80,80,65,62,68,67,80,78,CB,DEFENDER
T. Savanier,29,172,69,80,80,67,74,83,82,69,69,"CM, CAM",MIDFIELDER
S. Haller,27,190,82,80,81,66,79,62,74,51,81,ST,ATTACKER
Z. Feddal,31,192,84,80,80,61,50,63,60,82,77,CB,DEFENDER
M. Keane,28,191,82,80,81,55,49,65,65,82,80,CB,DEFENDER
Roger,30,179,74,80,80,77,82,63,77,41,74,ST,ATTACKER
J. Martínez,28,170,69,80,80,87,80,61,79,25,67,ST,ATTACKER
Q. Promes,29,174,72,80,80,88,78,78,81,46,69,"CAM, LW",ATTACKER
G. Laborde,27,181,78,80,81,77,78,76,78,40,82,"ST, RM",ATTACKER
Jonny,27,170,70,80,81,75,53,71,76,79,69,"LWB, RWB",DEFENDER
D. Alli,25,188,80,80,82,68,78,78,82,65,75,"CAM, CM",ATTACKER
P. Max,27,177,77,80,81,82,67,79,75,73,75,LB,DEFENDER
João Mário,28,179,73,80,80,69,69,80,83,66,68,"CM, CAM",MIDFIELDER
A. Christensen,25,187,81,80,85,65,31,65,68,83,72,CB,DEFENDER
Capa,29,175,75,80,80,82,64,76,77,74,88,RB,DEFENDER
G. Di Lorenzo,27,183,83,80,80,84,66,73,76,76,79,RB,DEFENDER
C. Tolisso,26,181,81,80,81,66,77,77,78,76,78,"CM, CDM",MIDFIELDER
Embarba,29,173,68,80,80,83,77,78,79,55,72,"RM, LM, ST",MIDFIELDER
J. Denayer,26,184,80,80,83,83,43,67,71,81,81,CB,DEFENDER
N. Keïta,26,172,64,80,83,70,73,75,85,65,66,CM,MIDFIELDER
V. Lindelöf,26,187,80,80,82,63,51,73,72,81,78,CB,DEFENDER
L. Klostermann,25,187,88,80,84,85,51,64,71,82,77,"CB, RB, RWB",DEFENDER
Everton,25,174,72,80,83,86,75,73,85,32,62,"LM, CAM",MIDFIELDER
S. Lainer,28,175,73,80,80,78,63,70,75,74,80,RB,DEFENDER
J. Rodríguez,27,177,79,80,80,88,80,67,81,38,76,"ST, LW",ATTACKER
L. Torreira,25,166,60,80,84,74,67,74,79,79,75,"CDM, CM",MIDFIELDER
Borja Iglesias,28,187,86,80,80,65,80,64,74,35,80,ST,ATTACKER
Joan Jordán,26,183,74,80,81,63,75,81,77,67,76,"CM, CDM",MIDFIELDER
J. Bamba,25,175,70,80,83,89,75,74,81,39,69,LM,MIDFIELDER
Álex Berenguer,25,175,73,80,81,82,76,76,81,63,65,"RM, LM",MIDFIELDER
S. Bergwijn,23,178,78,80,84,85,78,75,82,39,69,"LM, LW, RM",MIDFIELDER
K. Tierney,24,178,70,80,86,84,60,75,77,75,79,"LB, CB, LWB",DEFENDER
I. Bennacer,23,175,70,80,84,73,67,80,84,73,73,"CM, CDM",MIDFIELDER
O. Zinchenko,24,175,64,80,85,73,65,80,80,77,69,"LB, CDM",DEFENDER
Nélson Semedo,27,177,69,80,81,82,57,68,81,75,75,"RWB, RB",DEFENDER
M. Akanji,25,187,91,80,83,81,48,67,74,81,77,CB,DEFENDER
D. Zakaria,24,191,81,80,86,83,64,72,75,80,84,"CDM, CB",MIDFIELDER
G. Mancini,25,190,77,80,84,61,45,50,59,80,84,"CB, CDM",DEFENDER
S. Sensi,25,168,62,80,83,67,60,83,83,67,59,"CM, CDM",MIDFIELDER
Gerson,24,184,72,80,84,74,64,79,80,78,77,CM,MIDFIELDER
Maikel Catarino,25,177,75,80,80,76,51,70,77,77,70,"RB, RM",DEFENDER
Laure Santeiro,21,171,63,80,80,80,72,77,82,26,45,"CAM, LM, LW",ATTACKER
Tony Abranjes,33,179,80,80,80,67,39,55,58,81,85,CB,DEFENDER
Renato Sanches,23,176,70,80,86,84,74,77,84,72,84,"CM, RM",MIDFIELDER
D. Malen,22,179,78,80,85,90,79,72,83,30,74,ST,ATTACKER
Ç. Söyüncü,25,185,82,80,83,76,46,60,67,80,80,CB,DEFENDER
V. Osimhen,22,185,78,80,87,88,80,63,75,39,81,ST,ATTACKER
X. Schlager,23,174,76,80,84,69,70,73,77,73,81,"CDM, CM",MIDFIELDER
N. Mazraoui,23,183,62,80,85,82,61,74,81,75,71,RB,DEFENDER
B. Kamara,21,184,68,80,86,74,50,72,73,79,78,"CDM, CB",MIDFIELDER
S. McTominay,24,193,88,80,84,66,75,75,75,78,84,"CDM, CM",MIDFIELDER
A. Bastoni,22,190,75,80,89,65,33,65,69,82,80,CB,DEFENDER
Vinícius Jr.,20,176,73,80,90,95,70,71,87,29,66,LW,ATTACKER
M. Gómez,24,186,84,80,85,66,81,68,73,32,82,ST,ATTACKER
R. Baku,23,176,75,80,85,84,73,73,81,70,78,"RM, RB, CM",MIDFIELDER
Unai Núñez,24,186,81,80,84,72,22,49,50,81,76,CB,DEFENDER
L. Díaz,24,180,73,80,86,92,77,70,82,32,71,LM,MIDFIELDER
N. Vlašić,23,178,79,80,86,83,77,78,82,48,71,CAM,ATTACKER
Pedro Porro,21,176,71,80,87,80,67,73,79,75,75,"RWB, RM",DEFENDER
V. Tsygankov,23,178,72,80,86,85,73,78,80,45,57,RM,MIDFIELDER
V. Coufal,28,175,76,80,80,77,56,73,75,78,81,"RB, RWB",DEFENDER
B. Saka,19,178,65,80,88,84,68,76,82,65,64,"RM, LM, LB",MIDFIELDER
Iniesta,37,171,68,79,79,51,69,84,84,59,57,"CM, CAM",MIDFIELDER
J. Milner,35,175,70,79,79,56,70,81,77,77,75,"CM, LB, RB",MIDFIELDER
F. Ribéry,38,170,72,79,79,69,73,81,85,30,53,"CF, LW",ATTACKER
B. Gomis,35,186,86,79,79,60,81,68,72,36,74,ST,ATTACKER
M. Dembélé,33,185,85,79,79,70,68,76,85,73,77,"CM, CAM, CDM",MIDFIELDER
B. Matuidi,34,180,75,79,79,73,65,72,76,77,79,"CDM, CM",MIDFIELDER
A. Candreva,34,180,70,79,79,72,78,79,80,61,62,"RM, RWB",MIDFIELDER
M. Özil,32,180,71,79,79,62,68,85,79,24,48,"CAM, RW",ATTACKER
O. Giroud,34,193,91,79,79,39,80,70,71,42,77,ST,ATTACKER
G. Sigurðsson,31,186,77,79,79,54,78,82,78,59,66,"CAM, CM",ATTACKER
Montoro,33,181,72,79,79,45,64,75,72,75,70,"CDM, CM, CAM",MIDFIELDER
Y. M'Vila,31,182,80,79,79,65,64,74,74,75,78,"CDM, CM, CB",MIDFIELDER
Rafael Carioca,32,181,78,79,79,70,66,77,75,73,75,"CDM, CM",MIDFIELDER
M. Suárez,33,183,75,79,79,79,77,77,83,44,75,"ST, LW",ATTACKER
Iborra,33,190,80,79,79,33,70,75,70,77,79,"CDM, CM",MIDFIELDER
A. Cresswell,31,175,66,79,79,70,60,75,76,77,68,"LB, CB",DEFENDER
B. Mee,31,180,82,79,79,62,42,58,63,81,78,CB,DEFENDER
L. de Jong,30,188,86,79,79,50,78,71,70,46,75,ST,ATTACKER
Illarramendi,31,179,74,79,79,47,71,77,78,77,69,"CDM, CM",MIDFIELDER
M. Antonio,31,178,82,79,79,83,76,73,78,55,83,"ST, RM",ATTACKER
S. El Shaarawy,28,178,73,79,79,87,75,74,79,46,63,"LW, LM",ATTACKER
N. Matić,32,194,83,79,79,36,67,75,73,80,73,CDM,MIDFIELDER
Ander Herrera,31,182,71,79,79,65,70,77,79,78,75,"CM, CDM",MIDFIELDER
Gao Late,30,185,78,79,79,83,78,77,79,41,72,"ST, RW, CAM",ATTACKER
C. Wood,29,191,92,79,79,64,79,60,70,40,81,ST,ATTACKER
Ai Kesen,31,180,77,79,79,84,80,73,79,48,79,ST,ATTACKER
Marcos Alonso,30,188,85,79,79,58,74,78,77,75,77,"LWB, LB",DEFENDER
Mario Gaspar,30,180,77,79,79,74,69,71,72,78,76,RB,DEFENDER
L. Rodríguez,36,168,71,79,79,68,82,76,83,43,70,"ST, CF",ATTACKER
N. Gudelj,29,187,73,79,79,60,70,79,70,75,83,"CDM, CM, CB",MIDFIELDER
X. Shaqiri,29,169,72,79,79,75,76,80,81,46,67,"RW, RM",ATTACKER
Y. El Arabi,34,182,84,79,79,71,83,69,79,37,70,ST,ATTACKER
C. Wilson,29,180,66,79,79,80,78,66,78,41,77,ST,ATTACKER
Germán,34,187,82,79,79,49,40,59,56,81,79,CB,DEFENDER
Rodrigo,30,182,77,79,79,86,78,75,79,45,71,"CAM, ST, CM",ATTACKER
A. Oxlade-Chamberlain,27,175,70,79,79,81,74,77,82,67,74,CM,MIDFIELDER
D. D'Ambrosio,32,180,75,79,79,70,56,67,71,80,79,"CB, RB",DEFENDER
Lucas Pérez,32,180,73,79,79,79,82,75,77,32,69,ST,ATTACKER
G. Xhaka,28,185,82,79,79,50,64,79,69,69,80,"CDM, CM",MIDFIELDER
Cristian Tello,29,178,65,79,79,89,75,74,80,48,62,"LM, RM",MIDFIELDER
G. Kondogbia,28,188,76,79,79,68,74,75,77,78,89,"CM, CDM",MIDFIELDER
C. Coady,28,186,80,79,81,47,58,75,67,79,75,CB,DEFENDER
E. Dier,27,190,90,79,80,53,64,69,64,79,83,"CB, CDM",DEFENDER
Deulofeu,27,177,73,79,79,88,73,73,83,30,64,"LM, CF",MIDFIELDER
Sergi Darder,27,180,71,79,80,66,75,78,79,71,71,"CM, CDM",MIDFIELDER
W. Boly,30,195,97,79,79,62,36,64,65,79,83,CB,DEFENDER
K. Bellarabi,31,184,81,79,79,85,76,71,81,34,72,"RW, RM",ATTACKER
Álvaro,31,182,75,79,79,64,33,59,58,80,82,CB,DEFENDER
A. Carrillo,30,182,78,79,79,87,75,73,82,38,70,RM,MIDFIELDER
D. Klaassen,28,179,70,79,79,71,80,73,76,72,78,"CAM, CM",ATTACKER
C. Kramer,30,191,76,79,79,44,50,70,73,78,75,CDM,MIDFIELDER
S. Arias,29,178,72,79,79,77,53,70,76,77,74,RB,DEFENDER
R. Ruidíaz,30,169,66,79,79,84,80,66,78,32,67,ST,ATTACKER
B. Mendy,26,185,85,79,80,74,54,76,76,75,76,LB,DEFENDER
B. Davies,28,182,76,79,79,69,58,75,75,78,73,"LB, CB",DEFENDER
T. Stepanenko,31,181,80,79,79,65,63,71,69,79,79,CDM,MIDFIELDER
A. Plea,28,181,79,79,79,71,82,77,79,39,74,"ST, LW",ATTACKER
Manu Trigueros,29,178,75,79,79,56,71,78,78,70,67,"CM, RM, LM",MIDFIELDER
J. Lingard,28,175,60,79,79,76,79,75,80,58,68,CAM,ATTACKER
A. Doucouré,28,184,76,79,79,70,76,72,76,77,81,"CM, CDM",MIDFIELDER
B. Djimsiti,28,190,83,79,81,68,39,59,50,82,79,CB,DEFENDER
C. Günter,28,184,83,79,79,83,55,70,70,74,81,"LB, LM, LWB",DEFENDER
De Tomás,26,180,79,79,82,75,82,68,81,35,68,ST,ATTACKER
J. Hofmann,28,176,73,79,79,75,72,80,79,57,66,"CM, RM, LM",MIDFIELDER
J. Quintero,28,169,65,79,79,73,76,81,83,39,51,CAM,ATTACKER
K. Mbabu,26,184,83,79,82,88,51,69,73,74,80,RB,DEFENDER
C. Mbemba,26,182,82,79,82,72,53,56,65,80,78,CB,DEFENDER
Rubén García,27,171,71,79,79,80,76,79,79,45,58,"LM, ST, RM",MIDFIELDER
Rubén Peña,29,170,65,79,79,80,70,72,78,75,68,"RB, RM, LB",DEFENDER
K. Demirbay,27,183,73,79,79,58,76,79,82,65,70,"CM, CDM",MIDFIELDER
V. Grifo,28,180,76,79,79,70,74,79,81,41,62,"LM, CF",MIDFIELDER
P. Onuachu,27,201,93,79,80,71,77,62,70,45,84,ST,ATTACKER
F. Bernardeschi,27,185,77,79,79,79,71,80,83,61,65,"CAM, LM, RM",ATTACKER
Ricardo Horta,26,173,63,79,80,78,78,75,80,42,69,"CF, LW",ATTACKER
M. Uribe,30,182,71,79,79,75,74,75,76,75,81,"CM, CDM",MIDFIELDER
A. Izzo,29,183,81,79,80,70,33,48,65,82,78,CB,DEFENDER
D. Zappacosta,29,182,75,79,79,76,66,73,74,75,71,"RWB, RM, LM",DEFENDER
A. Saint-Maximin,24,173,67,79,84,91,69,70,87,25,61,"LM, ST",MIDFIELDER
Paulinho,28,188,84,79,79,67,78,64,75,44,81,ST,ATTACKER
M. Dahoud,25,178,68,79,82,70,69,76,83,67,70,"CM, CDM",MIDFIELDER
H. Traoré,29,175,71,79,79,85,54,72,76,73,77,RB,DEFENDER
T. Bakayoko,26,189,85,79,81,64,48,68,74,77,84,"CDM, CM",MIDFIELDER
Munir,25,175,69,79,80,79,78,75,82,35,66,"LW, RW, ST",ATTACKER
Y. Mina,26,195,94,79,81,45,54,60,60,80,81,CB,DEFENDER
R. Tapia,25,185,80,79,83,69,69,72,73,79,82,"CDM, CM",MIDFIELDER
D. Sánchez,25,187,79,79,81,75,45,55,65,80,80,CB,DEFENDER
N. Elvedi,24,189,81,79,83,74,39,63,68,80,77,CB,DEFENDER
J. Weigl,25,186,80,79,82,59,60,75,77,80,75,"CM, CDM",MIDFIELDER
T. Castagne,25,180,80,79,82,78,57,71,76,75,70,"RB, RM",DEFENDER
Mata,32,185,79,79,79,68,80,61,76,31,76,ST,ATTACKER
R. Aguilar,28,172,71,79,79,79,53,72,76,74,77,RB,DEFENDER
A. Marušić,28,185,85,79,79,86,66,67,74,75,79,"RWB, LWB, CB",DEFENDER
R. Bensebaini,26,186,82,79,82,73,59,72,75,77,80,"LB, CB",DEFENDER
Z. Çelik,24,180,78,79,82,79,58,71,72,75,79,RB,DEFENDER
E. Bailly,27,186,77,79,80,73,42,58,67,79,77,CB,DEFENDER
A. Golovin,25,180,69,79,83,81,72,79,83,67,69,"CM, CAM, CF",MIDFIELDER
E. Buendía,24,172,65,79,84,73,73,80,81,64,67,RM,MIDFIELDER
Aritz Elustondo,27,180,71,79,81,66,33,61,60,79,77,"CB, RB",DEFENDER
Pablo Fornals,25,178,67,79,82,68,74,79,79,69,68,"LM, RM, CAM",MIDFIELDER
B. Pavard,25,186,81,79,82,69,53,72,71,78,76,"RB, CB",DEFENDER
M. Thuram,23,192,88,79,85,82,78,70,79,48,77,"LM, ST",MIDFIELDER
E. Ávila,27,172,81,79,80,81,81,65,78,44,83,"ST, RM",ATTACKER
K. Dolberg,23,187,84,79,83,73,81,69,77,30,68,ST,ATTACKER
Ronaldo Esler,21,168,65,79,79,89,58,70,77,74,59,"LB, LM",DEFENDER
Adnan Vidual,29,175,70,79,79,83,52,70,71,76,71,RB,DEFENDER
Everton Andrão,25,177,75,79,79,67,62,74,75,78,76,"CDM, CM",MIDFIELDER
Melvin Parrela,21,188,88,79,79,71,70,70,72,80,83,CDM,MIDFIELDER
Luimo Boas Santos,21,176,73,79,79,83,79,65,81,28,64,ST,ATTACKER
L. Jović,23,182,85,79,84,75,80,68,78,29,74,ST,ATTACKER
Gabriel,23,190,87,79,84,68,36,60,58,80,80,CB,DEFENDER
M. Arambarri,25,175,74,79,84,47,60,72,72,77,76,"CDM, CM",MIDFIELDER
D. Kamada,24,184,76,79,82,75,68,79,83,41,59,"CAM, CF",ATTACKER
F. Tomori,23,185,79,79,85,82,37,57,65,80,79,CB,DEFENDER
Zubeldia,24,181,73,79,84,68,67,75,73,79,81,"CB, CM, CDM",DEFENDER
Odriozola,25,176,66,79,82,84,55,71,75,74,65,RB,DEFENDER
P. Schick,25,191,85,79,82,70,79,70,80,35,68,ST,ATTACKER
J. Ikoné,23,175,73,79,83,89,70,74,83,35,60,"RM, ST",MIDFIELDER
Lucas Veríssimo,25,188,77,79,84,81,39,57,59,80,79,CB,DEFENDER
Y. Bissouma,24,182,80,79,84,70,68,75,78,77,75,"CDM, CM",MIDFIELDER
M. Senesi,24,183,78,79,85,61,39,63,71,81,78,CB,DEFENDER
O. Wijndal,21,176,65,79,84,84,53,74,78,74,74,LB,DEFENDER
M. Kean,21,182,72,79,87,85,77,56,78,40,75,ST,ATTACKER
David Neres,24,176,66,79,83,85,72,73,85,37,64,"RW, LW",ATTACKER
E. Bardhi,25,172,64,79,80,75,81,78,82,63,56,"LM, CM",MIDFIELDER
P. Estupiñán,23,175,78,79,85,82,34,68,72,75,75,"LB, LWB",DEFENDER
L. Martínez,23,178,77,79,85,71,58,73,76,79,80,"CB, LB, CDM",DEFENDER
N. Maksimović,26,189,78,79,84,56,68,75,71,77,78,"CDM, CM",MIDFIELDER
Matheus Cunha,22,183,76,79,86,85,78,74,84,31,69,"CAM, LM, ST",ATTACKER
T. Koopmeiners,23,183,77,79,84,65,72,79,72,76,77,"CDM, CM, CB",MIDFIELDER
A. Tchouaméni,21,187,81,79,85,72,69,75,77,77,82,"CM, CDM",MIDFIELDER
M. Taremi,28,187,83,79,79,76,79,70,80,38,71,"ST, CF",ATTACKER
C. Gakpo,22,189,76,79,85,85,78,74,79,41,72,"LM, ST",MIDFIELDER
Rodrygo,20,174,64,79,88,87,76,71,83,32,56,RW,ATTACKER
M. Lacroix,21,190,88,79,86,88,33,56,65,80,77,CB,DEFENDER
Emerson,22,181,79,79,84,84,62,71,74,74,77,RB,DEFENDER
Bruno Guimarães,23,182,78,79,84,68,63,78,78,73,75,"CDM, CM",MIDFIELDER
S. Botman,21,193,81,79,85,60,36,59,61,80,84,CB,DEFENDER
J. Bellingham,18,186,75,79,89,75,69,73,80,75,77,"CM, LM",MIDFIELDER
Antony,21,174,63,79,88,91,72,72,84,37,65,RW,ATTACKER
Negredo,35,186,86,78,78,59,81,64,72,36,77,ST,ATTACKER
A. Young,35,175,65,78,78,72,66,74,77,73,68,"LWB, LB",DEFENDER
F. Quagliarella,38,180,79,78,78,61,83,74,79,30,63,ST,ATTACKER
L. Koscielny,35,186,80,78,78,54,43,63,65,79,75,CB,DEFENDER
Falcao,35,177,72,78,78,56,79,67,76,41,69,ST,ATTACKER
E. Lamela,29,184,80,78,78,70,77,79,81,53,68,"RM, CAM",MIDFIELDER
A. Guardado,34,169,67,78,78,64,68,80,79,73,69,"CDM, CM, LM",MIDFIELDER
V. Moses,30,177,79,78,78,76,69,74,80,70,70,"RM, RWB",MIDFIELDER
C. Ansaldi,34,181,76,78,78,77,64,76,77,72,70,"LWB, LB, LM",DEFENDER
K. Boateng,34,185,86,78,78,69,78,77,80,66,74,"CAM, CM, CF",ATTACKER
F. Caicedo,32,183,82,78,78,74,78,70,75,44,80,"CF, ST",ATTACKER
Pedro León,34,183,73,78,78,55,77,86,77,45,58,"RM, LM",MIDFIELDER
Ángel,34,172,68,78,78,71,81,61,78,34,66,ST,ATTACKER
Miguel Veloso,35,180,79,78,78,46,70,83,76,66,71,"CM, CDM",MIDFIELDER
Juan Mata,33,170,63,78,78,55,71,81,81,36,42,"CAM, RM",ATTACKER
E. Capoue,32,190,80,78,78,48,72,75,71,77,76,"CM, CDM",MIDFIELDER
J. Hernández,33,175,73,78,78,68,76,63,75,31,66,ST,ATTACKER
P. Diop,35,179,77,78,78,39,66,68,68,78,87,"CDM, CM",MIDFIELDER
R. Vormer,33,178,79,78,78,58,75,79,70,75,79,CM,MIDFIELDER
S. Coleman,32,177,77,78,78,66,65,73,76,78,70,RB,DEFENDER
Marcelo,34,191,85,78,78,42,46,60,56,78,85,CB,DEFENDER
M. Sissoko,31,187,91,78,78,74,61,73,75,75,87,"CDM, CM",MIDFIELDER
M. Darmian,31,182,70,78,78,70,58,69,74,78,68,"RWB, LWB, RB",DEFENDER
A. Kolarov,35,187,81,78,78,63,74,79,74,79,74,"LB, CB",DEFENDER
G. Kakuta,30,173,72,78,78,73,72,76,83,42,66,CAM,ATTACKER
C. Kouyaté,31,189,83,78,78,64,64,62,69,78,85,"CB, CDM",DEFENDER
A. Dzyuba,32,196,91,78,78,65,78,69,71,29,86,ST,ATTACKER
S. Nzonzi,32,196,89,78,78,40,56,70,67,77,85,"CDM, CM",MIDFIELDER
A. Budimir,29,190,75,78,78,65,78,48,73,35,77,ST,ATTACKER
F. Caputo,33,181,74,78,78,82,79,62,78,30,67,ST,ATTACKER
G. Bonaventura,31,181,75,78,78,69,75,80,80,70,65,"CM, CAM",MIDFIELDER
A. Westwood,31,175,73,78,78,58,62,80,74,74,75,"CDM, CM",MIDFIELDER
Pedro,33,169,65,78,78,74,73,77,84,40,52,"CF, RW",ATTACKER
J. Baumgartlinger,33,181,85,78,78,55,49,70,69,77,79,"CDM, CM",MIDFIELDER
C. Smalling,31,194,81,78,78,64,47,58,60,79,79,CB,DEFENDER
J. Pastore,32,187,78,78,78,64,73,80,78,52,50,"CAM, CM",ATTACKER
L. Rodríguez,30,177,76,78,78,84,64,73,76,70,79,RB,DEFENDER
Kike García,31,186,79,78,78,61,81,64,74,44,74,ST,ATTACKER
Escudero,31,176,72,78,78,69,63,74,71,78,71,"LB, LM",DEFENDER
Jaume Costa,33,171,62,78,78,73,61,71,73,77,68,"LB, RB",DEFENDER
R. Soriano,30,182,76,78,78,69,75,78,79,67,71,"CAM, CM",ATTACKER
H. Seferović,29,189,85,78,78,72,78,67,72,48,84,ST,ATTACKER
Víctor Ruiz,32,185,78,78,78,50,42,65,60,79,78,CB,DEFENDER
Laguardia,31,185,80,78,78,50,46,55,52,80,78,CB,DEFENDER
Fransérgio,30,187,82,78,78,59,75,75,75,73,80,"CM, CAM",MIDFIELDER
D. Boyata,30,188,84,78,78,70,29,52,58,79,83,CB,DEFENDER
J. Svensson,28,170,70,78,78,79,60,72,75,73,82,RB,DEFENDER
F. Midtsjø,27,176,70,78,78,76,63,77,77,71,79,"CM, CDM",MIDFIELDER
R. Barkley,27,189,76,78,79,69,73,77,78,57,72,"CAM, CM",ATTACKER
D. Vida,32,184,76,78,78,73,40,58,60,80,81,CB,DEFENDER
Oriol Romeu,29,183,83,78,78,41,44,62,65,80,81,"CDM, CM",MIDFIELDER
D. Praet,27,181,78,78,78,67,72,78,79,63,66,"CM, RM",MIDFIELDER
Vitolo,31,185,79,78,78,76,76,76,77,41,72,"LM, RM",MIDFIELDER
L. Dunk,29,192,88,78,79,46,51,62,64,79,78,CB,DEFENDER
H. Vanaken,28,195,80,78,78,47,78,79,75,59,73,"CM, CAM",MIDFIELDER
D. Sidibé,28,182,71,78,78,74,62,74,74,74,79,"RB, CB",DEFENDER
M. Doherty,29,182,87,78,78,68,64,73,75,75,76,"RB, RWB",DEFENDER
Felipe Anderson,28,175,70,78,78,85,74,76,82,55,59,"LM, CAM",MIDFIELDER
J. Vestergaard,28,199,96,78,79,32,48,62,49,79,82,CB,DEFENDER
P. Kadeřábek,29,182,81,78,78,74,43,73,73,72,79,"RWB, RB, RM",DEFENDER
Héctor Bellerín,26,178,74,78,81,83,51,69,77,73,65,"RB, RWB",DEFENDER
D. Suárez,33,173,68,78,78,73,69,73,74,76,77,RB,DEFENDER
J. Brooks,28,193,78,78,79,59,39,59,64,80,76,CB,DEFENDER
